Litterbag datasheet - coarse - serial incubations - ALL RAW DATA,,,,,,,,,,,,,,,
Bag ID,Rhodo/Acer,Starting dry mass (g),Starting dry - HL,Starting AFDM,Final dry mass (g),prop sample AFDM,Final AFDM,%AFDM rem,Tin mass (g),Tin + DM (g),Tin + Ash (g),Date deployed,Date Collected,Site,Notes
C0218,R,5.09,5.03375,4.81068211,4.02,0.931976018,3.746543592,77.879675,3.5152,7.5182,3.7875,2/6/2019,4/3/2019,WS05,
C0219,R,4.9,4.84375,4.629101857,3.98,0.920302939,3.662805698,79.12562331,3.6236,7.6112,3.9414,2/6/2019,4/3/2019,WS05,
C0220,R,4.93,4.87375,4.657772423,3.73,0.913075337,3.405771005,73.12016767,3.5285,7.2133,3.8488,2/6/2019,4/3/2019,WS05,
C0221,R,5.11,5.05375,4.829795821,3.49,0.935602259,3.265251885,67.60641663,3.5075,6.9952,3.7321,2/6/2019,4/3/2019,HNCR,
C0222,R,4.9,4.84375,4.629101857,3.79,0.932103476,3.532672176,76.31441876,3.6354,7.4353,3.8934,2/6/2019,4/3/2019,HNCR,
C0223,R,5.01,4.95375,4.734227266,3.76,0.929995165,3.496781819,73.86172278,3.6193,7.3419,3.8799,2/6/2019,4/3/2019,HNCR,
C0224,R,4.98,4.92375,4.7055567,3.53,0.940373736,3.319519287,70.54466662,3.5457,6.4622,3.7196,2/6/2019,4/3/2019,HNCR,
C0225,R,5.12,5.06375,4.839352676,3.79,0.916556815,3.47375033,71.78130138,3.6664,7.4594,3.9829,2/6/2019,4/3/2019,CWCR,
C0226,R,5.09,5.03375,4.81068211,3.48,0.934671775,3.252657776,67.61323449,3.5399,7.0116,3.7667,2/6/2019,4/3/2019,CWCR,
C0227,R,5.1,5.04375,4.820238965,NA,NA,NA,NA,NA,NA,NA,2/6/2019,4/3/2019,CWCR,
C0228,R,5.02,4.96375,4.743784122,3.02,0.915770669,2.765627419,58.3000269,3.5471,6.5698,3.8017,2/6/2019,4/3/2019,CWCR,
C0229,R,5.03,4.97375,4.753340977,3.3,0.88081071,2.906675344,61.15015434,3.353,6.5798,3.7376,2/6/2019,4/3/2019,WS09,
C0230,R,5,4.94375,4.724670411,3.38,0.919595768,3.108233697,65.78731268,3.5641,6.7306,3.8187,2/6/2019,4/3/2019,WS09,
C0231,R,4.95,4.89375,4.676886134,3.2,0.918477072,2.939126629,62.84366447,3.5229,6.722,3.7837,2/6/2019,4/3/2019,WS09,
C0232,R,5.08,5.02375,4.801125255,4.07,0.933942108,3.801144379,79.17194777,3.6463,7.063,3.872,2/6/2019,4/3/2019,WS09,
C0241,A,5.07,4.7175,4.493526329,0.74,0.831090175,0.615006729,13.68650553,3.6499,4.3929,3.7754,2/6/2019,4/3/2019,WS17,
C0242,A,4.94,4.5875,4.369698365,0.27,0.862233652,0.232803086,5.327669476,3.6728,3.945,3.7103,2/6/2019,4/3/2019,WS17,
C0243,A,4.99,4.6375,4.417324505,0.18,0.592695075,0.106685113,2.415152279,3.5562,3.7369,3.6298,2/6/2019,4/3/2019,WS17,
C0244,A,4.94,4.5875,4.369698365,0.79,0.877073422,0.692888003,15.8566552,3.5353,4.313,3.6309,2/6/2019,4/3/2019,WS17,
C0245,A,4.97,4.6175,4.398274049,0.99,0.918214366,0.909032222,20.66793046,3.6389,4.5327,3.712,2/6/2019,4/3/2019,HNCR,
C0246,A,5,4.6475,4.426849733,1.09,0.910924566,0.992907777,22.42921799,3.5416,4.3993,3.618,2/6/2019,4/3/2019,HNCR,
C0247,A,5.04,4.6875,4.464950645,1.01,0.902482445,0.911507269,20.41472217,3.5068,4.5179,3.6054,2/6/2019,4/3/2019,HNCR,
C0248,A,4.99,4.6375,4.417324505,1.41,0.822537398,1.159777731,26.25520786,3.6359,5.0531,3.8874,2/6/2019,4/3/2019,HNCR,
C0249,A,4.94,4.5875,4.369698365,3.57,0.553767066,1.976948424,45.24221717,3.6471,7.2069,5.2356,2/6/2019,4/3/2019,WS55,
C0250,A,4.91,4.5575,4.341122681,2.27,0.823635563,1.869652729,43.06841493,3.5185,5.7905,3.9192,2/6/2019,4/3/2019,WS55,
C0251,A,5.09,4.7375,4.512576785,2.37,0.870337867,2.062700746,45.71004204,3.6716,5.4948,3.908,2/6/2019,4/3/2019,WS55,
C0252,A,4.95,4.5975,4.379223593,3.74,0.883233373,3.303292814,75.43101519,3.6538,7.3886,4.0899,2/6/2019,4/3/2019,WS55,
C0253,A,5.05,4.6975,4.474475873,0.24,0.90041841,0.216100418,4.829625291,3.6105,3.8495,3.6343,2/6/2019,4/3/2019,USHF,
C0254,A,5.06,4.7075,4.484001101,0.47,0.849935595,0.399469729,8.908778577,3.5403,4.0061,3.6102,2/6/2019,4/3/2019,USHF,
C0255,A,4.98,4.6275,4.407799277,0.58,0.891696113,0.517183746,11.73337789,3.6068,4.1728,3.6681,2/6/2019,4/3/2019,USHF,
C0256,A,4.98,4.6275,4.407799277,0.9,0.882921948,0.794629753,18.02781169,3.6237,4.5231,3.729,2/6/2019,4/3/2019,USHF,
C0257,A,5.06,4.7075,4.484001101,0.53,0.905833016,0.480091498,10.70676584,3.5227,4.0473,3.5721,2/6/2019,4/3/2019,LCCR,
C0258,A,5.01,4.6575,4.436374961,0.81,0.883412559,0.715564173,16.12947912,3.6424,4.4418,3.7356,2/6/2019,4/3/2019,LCCR,
C0259,A,4.99,4.6375,4.417324505,0.57,0.886539817,0.505327696,11.43967791,3.6525,4.2201,3.7169,2/6/2019,4/3/2019,LCCR,
C0260,A,4.97,4.6175,4.398274049,0.98,0.866969757,0.849630362,19.31735841,3.5543,4.5661,3.6889,2/6/2019,4/3/2019,LCCR,
C0261,A,5.08,4.7275,4.503051557,0.79,0.880482047,0.695580817,15.4468766,3.5404,4.3453,3.6366,2/6/2019,4/3/2019,WS37,
C0262,A,5.03,4.6775,4.455425417,0.86,0.827183779,0.71137805,15.96655726,3.5329,4.3812,3.6795,2/6/2019,4/3/2019,WS37,
C0263,A,4.93,4.5775,4.360173137,0.9,0.923090012,0.830781011,19.0538537,3.5277,4.1154,3.5729,2/6/2019,4/3/2019,WS37,
C0264,A,4.95,4.5975,4.379223593,3.05,0.877122312,2.675223051,61.08898059,3.5387,6.5425,3.9078,2/6/2019,4/3/2019,WS37,
C0265,A,4.98,4.6275,4.407799277,0.23,0.883655395,0.203240741,4.610934572,3.643,3.8914,3.6719,2/6/2019,4/3/2019,WS34,
C0266,A,4.92,4.5675,4.350647909,0.12,0.871438038,0.104572565,2.403608998,3.6339,3.7848,3.6533,2/6/2019,4/3/2019,WS34,
C0267,A,4.94,4.5875,4.369698365,0.24,0.871291266,0.209109904,4.78545397,3.532,3.7713,3.5628,2/6/2019,4/3/2019,WS34,
C0268,A,4.91,4.5575,4.341122681,1.21,0.859206376,1.039639714,23.94863704,3.5522,4.7568,3.7218,2/6/2019,4/3/2019,WS34,
C0269,A,4.9,4.5475,4.331597453,NA,NA,NA,NA,NA,NA,NA,2/6/2019,4/3/2019,WS09,
C0270,A,4.95,4.5975,4.379223593,NA,NA,NA,NA,NA,NA,NA,2/6/2019,4/3/2019,WS09,
C0271,A,4.97,4.6175,4.398274049,NA,NA,NA,NA,NA,NA,NA,2/6/2019,4/3/2019,WS09,
C0272,A,4.97,4.6175,4.398274049,NA,NA,NA,NA,NA,NA,NA,2/6/2019,4/3/2019,WS09,
C0273,A,5.06,4.7075,4.484001101,2.84,0.869885478,2.470474757,55.09532002,3.5759,5.4358,3.8179,2/6/2019,4/3/2019,WS05,
C0274,A,4.97,4.6175,4.398274049,2.31,0.807604895,1.865567308,42.41589512,3.6481,5.9361,4.0883,2/6/2019,4/3/2019,WS05,
C0275,A,5.01,4.6575,4.436374961,2.78,0.822013627,2.285197883,51.51047654,3.5373,6.2965,4.0284,2/6/2019,4/3/2019,WS05,
C0276,A,5.08,4.7275,4.503051557,2.39,0.750276055,1.793159772,39.82099138,3.6585,6.0131,4.2465,2/6/2019,4/3/2019,WS05,
C0277,A,5.02,4.6675,4.445900189,0.35,0.759370904,0.265779817,5.978087793,3.552,3.9335,3.6438,2/6/2019,4/3/2019,CWCR,
C0278,A,5.01,4.6575,4.436374961,0.68,0.867342442,0.58979286,13.29447726,3.667,4.3477,3.7573,2/6/2019,4/3/2019,CWCR,
C0279,A,5.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/6/2019,4/3/2019,CWCR,
C0280,A,4.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/6/2019,4/3/2019,CWCR,
C0289,R,4.92,4.86375,4.648215567,1.44,0.944671422,1.360326847,29.26557143,3.5146,4.9587,3.5945,3/6/2019,5/8/2019,WS09,
C0290,R,5.01,4.95375,4.734227266,2.45,0.940065515,2.303160513,48.64913286,3.6349,6.1076,3.7831,3/6/2019,5/8/2019,WS09,
C0291,R,4.97,4.91375,4.695999845,2.93,0.935732735,2.741696914,58.38366705,3.5307,6.4731,3.7198,3/6/2019,5/8/2019,WS09,
C0292,R,5.05,4.99375,4.772454688,2.59,0.902704574,2.338004847,48.98956617,3.5276,6.1269,3.7805,3/6/2019,5/8/2019,WS09,
C0293,R,5.05,4.99375,4.772454688,2.12,0.932510714,1.976922715,41.42360365,3.6663,5.7896,3.8096,3/6/2019,5/8/2019,WS37,
C0294,R,5.09,5.03375,4.81068211,2.74,0.912884306,2.501303,51.99476795,3.6821,6.359,3.9153,3/6/2019,5/8/2019,WS37,
C0295,R,4.9,4.84375,4.629101857,3.84,0.909960097,3.494246774,75.48433546,3.5566,7.416,3.9041,3/6/2019,5/8/2019,WS37,
C0296,R,5.01,4.95375,4.734227266,1.09,0.939264639,1.023798457,21.62546069,3.5075,4.609,3.5744,3/6/2019,5/8/2019,WS37,
C0297,R,4.98,4.92375,4.7055567,1.6,0.938920366,1.502272586,31.92550173,3.6349,5.241,3.733,3/6/2019,5/8/2019,CWCR,
C0298,R,5,4.94375,4.724670411,1.81,0.940728334,1.702718284,36.03887967,3.6086,5.4594,3.7183,3/6/2019,5/8/2019,CWCR,
C0299,R,4.91,4.85375,4.638658712,3.99,0.924752971,3.689764353,79.54377724,3.6098,7.6073,3.9106,3/6/2019,5/8/2019,CWCR,
C0300,R,5.03,4.97375,4.753340977,3.82,0.921986188,3.521987238,74.09498404,3.6233,7.4316,3.9204,3/6/2019,5/8/2019,CWCR,
C0301,R,5,4.94375,4.724670411,3.88,0.925618981,3.591401647,76.01380276,3.6619,7.5352,3.95,3/6/2019,5/8/2019,WS05,
C0302,R,5.09,5.03375,4.81068211,3.43,0.939088952,3.221075106,66.95672324,3.5488,6.9866,3.7582,3/6/2019,5/8/2019,WS05,
C0303,R,5.04,4.98375,4.762897833,1.89,0.932840939,1.763069375,37.01673722,3.5533,5.4488,3.6806,3/6/2019,5/8/2019,WS05,
C0304,R,5.03,4.97375,4.753340977,1.29,0.937578027,1.209475655,25.44474847,3.5317,4.8133,3.6117,3/6/2019,5/8/2019,WS05,
C0305,R,4.98,4.92375,4.7055567,4.25,0.884725885,3.760085013,79.90733622,3.6588,7.9052,4.1483,3/6/2019,5/8/2019,WS34,
C0306,R,5.05,4.99375,4.772454688,3.45,0.929397109,3.206420025,67.18597104,3.5151,6.9668,3.7588,3/6/2019,5/8/2019,WS34,
C0307,R,4.95,4.89375,4.676886134,3.74,0.929945534,3.477996297,74.36563983,3.5436,7.2707,3.8047,3/6/2019,5/8/2019,WS34,
C0308,R,4.99,4.93375,4.715113556,3.42,0.920719986,3.148862352,66.78232274,3.5385,6.9719,3.8107,3/6/2019,5/8/2019,WS34,
C0309,R,4.96,4.90375,4.686442989,NA,NA,NA,NA,NA,NA,NA,3/6/2019,5/8/2019,LCCR,
C0310,R,4.99,4.93375,4.715113556,NA,NA,NA,NA,NA,NA,NA,3/6/2019,5/8/2019,LCCR,
C0311,R,4.93,4.87375,4.657772423,NA,NA,NA,NA,NA,NA,NA,3/6/2019,5/8/2019,LCCR,
C0312,R,4.99,4.93375,4.715113556,3.49,0.91921966,3.208076613,68.0381623,3.665,5.7769,3.8356,3/6/2019,5/8/2019,LCCR,
C0313,R,4.96,4.90375,4.686442989,3.7,0.925993009,3.426174134,73.10820044,3.5668,6.7138,3.7997,3/6/2019,5/8/2019,HNCR,
C0314,R,5.04,4.98375,4.762897833,3.59,0.937091134,3.364157169,70.63257049,3.6506,6.0811,3.8035,3/6/2019,5/8/2019,HNCR,
C0315,R,5.08,5.02375,4.801125255,3.91,0.939605199,3.673856329,76.52073492,3.5342,7.4501,3.7707,3/6/2019,5/8/2019,HNCR,
C0316,R,4.93,4.87375,4.657772423,4.08,0.926150998,3.778696072,81.12667879,3.6716,6.1564,3.8551,3/6/2019,5/8/2019,HNCR,
C0317,R,4.96,4.90375,4.686442989,2.71,0.905503942,2.453915683,52.36200864,3.5065,6.2082,3.7618,3/6/2019,5/8/2019,WS17,
C0318,R,4.96,4.90375,4.686442989,3.04,0.937524389,2.850074143,60.81529531,3.6358,6.1984,3.7959,3/6/2019,5/8/2019,WS17,
C0319,R,5.01,4.95375,4.734227266,2.16,0.852669169,1.841765406,38.90318953,3.5351,5.7193,3.8569,3/6/2019,5/8/2019,WS17,
C0320,R,4.95,4.89375,4.676886134,2.35,0.939366215,2.207510605,47.20043511,3.5173,5.9219,3.6631,3/6/2019,5/8/2019,WS17,
C0321,R,4.9,4.84375,4.629101857,3.84,0.94129992,3.614591692,78.08408205,3.5552,6.7954,3.7454,3/6/2019,5/8/2019,WS55,
C0322,R,5.05,4.99375,4.772454688,3.86,0.92771614,3.580984302,75.03443271,3.6588,7.5255,3.9383,3/6/2019,5/8/2019,WS55,
C0323,R,5.04,4.98375,4.762897833,4.21,0.925859812,3.897869808,81.83819904,3.6651,6.186,3.852,3/6/2019,5/8/2019,WS55,
C0324,R,5.05,4.99375,4.772454688,3.86,0.925775068,3.573491763,74.87743722,3.6039,7.4584,3.89,3/6/2019,5/8/2019,WS55,
C0325,R,5.08,5.02375,4.801125255,1.84,0.927870807,1.707282285,35.56004466,3.6202,5.4655,3.7533,3/6/2019,5/8/2019,USHF,
C0326,R,4.94,4.88375,4.667329278,NA,NA,NA,NA,NA,NA,NA,3/6/2019,5/8/2019,USHF,
C0327,R,4.9,4.84375,4.629101857,NA,NA,NA,NA,NA,NA,NA,3/6/2019,5/8/2019,USHF,
C0328,R,4.99,4.93375,4.715113556,NA,NA,NA,NA,NA,NA,NA,3/6/2019,5/8/2019,USHF,
C0337,A,5.02,4.6675,4.445900189,0.84,0.890178779,0.747750174,16.81887002,3.6514,4.5128,3.746,3/6/2019,5/8/2019,WS17,
C0338,A,5.05,4.6975,4.474475873,0.33,0.81809872,0.269972578,6.033613441,3.5337,3.8619,3.5934,3/6/2019,5/8/2019,WS17,
C0339,A,5.09,4.7375,4.512576785,0.04,0.88976378,0.035590551,0.788696855,3.646,3.6841,3.6502,3/6/2019,5/8/2019,WS17,
C0340,A,5.06,4.7075,4.484001101,0.07,0.88579795,0.062005857,1.382824293,3.5372,3.6055,3.545,3/6/2019,5/8/2019,WS17,
C0341,A,5.06,4.7075,4.484001101,1.55,0.795496084,1.23301893,27.49818525,3.5524,5.0844,3.8657,3/6/2019,5/8/2019,WS05,
C0342,A,4.95,4.5975,4.379223593,0.73,0.879097545,0.641741208,14.65422338,3.648,4.4015,3.7391,3/6/2019,5/8/2019,WS05,
C0343,A,4.91,4.5575,4.341122681,1.38,0.855300015,1.18031402,27.18914224,3.658,5.0146,3.8543,3/6/2019,5/8/2019,WS05,
C0344,A,5,4.6475,4.426849733,2.03,0.891707462,1.810166147,40.8906165,3.6508,5.6731,3.8698,3/6/2019,5/8/2019,WS05,
C0345,A,4.99,4.6375,4.417324505,0.88,0.848300011,0.74650401,16.8994605,3.5333,4.4186,3.6676,3/6/2019,5/8/2019,HNCR,
C0346,A,4.94,4.5875,4.369698365,0.73,0.894406621,0.652916834,14.94191999,3.5285,4.2776,3.6076,3/6/2019,5/8/2019,HNCR,
C0347,A,5.01,4.6575,4.436374961,0.69,0.891792105,0.615336552,13.87025573,3.5271,4.2313,3.6033,3/6/2019,5/8/2019,HNCR,
C0348,A,5.04,4.6875,4.464950645,1.21,0.877205882,1.061419118,23.77224749,3.6664,4.8904,3.8167,3/6/2019,5/8/2019,HNCR,
C0349,A,5.07,4.7175,4.493526329,NA,NA,NA,NA,NA,NA,NA,3/6/2019,5/8/2019,CWCR,
C0350,A,4.93,4.5775,4.360173137,0.68,0.80910683,0.550192644,12.61859626,3.6183,4.3035,3.7491,3/6/2019,5/8/2019,CWCR,
C0351,A,5.04,4.6875,4.464950645,0.61,0.823445826,0.502301954,11.24988816,3.6482,4.2112,3.7476,3/6/2019,5/8/2019,CWCR,
C0352,A,4.96,4.6075,4.388748821,0.34,0.824062878,0.280181378,6.384083253,3.5261,3.8569,3.5843,3/6/2019,5/8/2019,CWCR,
C0353,A,4.95,4.5975,4.379223593,0.81,0.819134674,0.663499086,15.15106666,3.6567,4.4772,3.8051,3/6/2019,5/8/2019,WS09,
C0354,A,4.94,4.5875,4.369698365,0.67,0.839694656,0.56259542,12.87492575,3.5326,4.2269,3.6439,3/6/2019,5/8/2019,WS09,
C0355,A,4.91,4.5575,4.341122681,0.77,0.790023202,0.608317865,14.01291579,3.5424,4.3182,3.7053,3/6/2019,5/8/2019,WS09,
C0356,A,4.92,4.5675,4.350647909,0.99,0.774969425,0.767219731,17.63460862,3.6404,4.6216,3.8612,3/6/2019,5/8/2019,WS09,
C0357,A,5.09,4.7375,4.512576785,1.08,0.860955185,0.9298316,20.60533581,3.5409,4.6276,3.692,3/6/2019,5/8/2019,WS55,
C0358,A,5.08,4.7275,4.503051557,1.41,0.877492877,1.237264957,27.4761446,3.6896,5.0936,3.8616,3/6/2019,5/8/2019,WS55,
C0359,A,5.06,4.7075,4.484001101,1.68,0.856989696,1.439742689,32.10843745,3.6791,5.358,3.9192,3/6/2019,5/8/2019,WS55,
C0360,A,4.99,4.6375,4.417324505,1.2,0.830834392,0.997001271,22.57025196,3.6814,4.8619,3.8811,3/6/2019,5/8/2019,WS55,
C0361,A,5.02,4.6675,4.445900189,0.03,0.903426791,0.027102804,0.60961341,3.517,3.5491,3.5201,3/6/2019,5/8/2019,USHF,
C0362,A,4.92,4.5675,4.350647909,0.14,0.868055556,0.121527778,2.793325967,3.5121,3.6417,3.5292,3/6/2019,5/8/2019,USHF,
C0363,A,5.09,4.7375,4.512576785,0.65,0.799042323,0.51937751,11.50955507,3.5373,4.1847,3.6674,3/6/2019,5/8/2019,USHF,
C0364,A,4.99,4.6375,4.417324505,NA,NA,NA,NA,NA,NA,NA,3/6/2019,5/8/2019,USHF,
C0365,A,5.01,4.6575,4.436374961,1.83,0.860026327,1.573848179,35.47599544,3.5371,5.3603,3.7923,3/6/2019,5/8/2019,LCCR,
C0366,A,4.94,4.5875,4.369698365,1.8,0.879136227,1.582445208,36.21406048,3.5138,5.3754,3.7388,3/6/2019,5/8/2019,LCCR,
C0367,A,5.08,4.7275,4.503051557,2.2,0.881816128,1.939995482,43.08179592,3.6331,5.8466,3.8947,3/6/2019,5/8/2019,LCCR,
C0368,A,4.93,4.5775,4.360173137,2.16,0.822317717,1.776206268,40.7370582,3.6334,5.7743,4.0138,3/6/2019,5/8/2019,LCCR,
C0369,A,4.91,4.5575,4.341122681,0.23,0.921500218,0.21194505,4.882263547,3.6593,3.8886,3.6773,3/6/2019,5/8/2019,WS37,
C0370,A,4.93,4.5775,4.360173137,0.26,0.932807679,0.242529997,5.562393716,3.6219,3.9136,3.6415,3/6/2019,5/8/2019,WS37,
C0371,A,5.02,4.6675,4.445900189,0.39,0.872294372,0.340194805,7.651876802,3.6245,3.9941,3.6717,3/6/2019,5/8/2019,WS37,
C0372,A,5.06,4.7075,4.484001101,0.35,0.8293379,0.290268265,6.473420909,3.6673,4.0177,3.7271,3/6/2019,5/8/2019,WS37,
C0373,A,4.95,4.5975,4.379223593,0,0.800561798,0,0,3.6606,3.6962,3.6677,3/6/2019,5/8/2019,WS34,
C0374,A,5,4.6475,4.426849733,0.29,0.810473815,0.235037406,5.309360395,3.5495,3.8302,3.6027,3/6/2019,5/8/2019,WS34,
C0375,A,5,4.6475,4.426849733,0.24,0.861325742,0.206718178,4.669645246,3.6423,3.8882,3.6764,3/6/2019,5/8/2019,WS34,
C0376,A,5.1,4.7475,4.522102014,0.26,0.883339409,0.229668246,5.078794016,3.6523,3.9266,3.6843,3/6/2019,5/8/2019,WS34,
C0001,R,4.92,4.86375,4.648215567,2.95,0.927016471,2.734698591,58.8332996,3.5652,6.5097,3.7801,4/3/2019,6/5/2019,WS17,
C0002,R,5.07,5.01375,4.791568399,3.5,0.923217134,3.231259968,67.43637362,3.6115,7.1227,3.8811,4/3/2019,6/5/2019,WS17,
C0003,R,4.92,4.86375,4.648215567,3.17,0.917641126,2.908922369,62.58148588,3.5476,6.7203,3.8089,4/3/2019,6/5/2019,WS17,
C0004,R,4.99,4.93375,4.715113556,2.8,0.886271584,2.481560435,52.62991878,3.5154,6.33,3.8355,4/3/2019,6/5/2019,WS17,
C0005,R,4.93,4.87375,4.657772423,2.26,0.934973253,2.113039551,45.36588221,3.6419,5.9225,3.7902,4/3/2019,6/5/2019,USHF,
C0006,R,5.03,4.97375,4.753340977,1.54,0.92937981,1.431244907,30.11029324,3.5445,5.0908,3.6537,4/3/2019,6/5/2019,USHF,
C0007,R,4.96,4.90375,4.686442989,2.28,0.934273527,2.130143641,45.45331386,3.6462,5.9436,3.7972,4/3/2019,6/5/2019,USHF,
C0008,R,4.95,4.89375,4.676886134,NA,NA,NA,NA,NA,NA,NA,4/3/2019,6/5/2019,USHF,
C0009,R,4.99,4.93375,4.715113556,2.95,0.939308017,2.77095865,58.76759101,3.5428,6.5053,3.7226,4/3/2019,6/5/2019,WS37,
C0010,R,4.99,4.93375,4.715113556,3.58,0.923775814,3.307117416,70.13865895,3.5358,7.1239,3.8093,4/3/2019,6/5/2019,WS37,
C0011,R,4.97,4.91375,4.695999845,1.85,0.936397475,1.732335329,36.88959512,3.5126,5.3663,3.6305,4/3/2019,6/5/2019,WS37,
C0012,R,5.07,5.01375,4.791568399,0.58,0.943405846,0.547175391,11.4195467,3.5204,4.1088,3.5537,4/3/2019,6/5/2019,WS37,
C0013,R,4.94,4.88375,4.667329278,3.38,0.896841607,3.031324631,64.94773456,3.5477,6.926,3.8962,4/3/2019,6/5/2019,WS34,
C0014,R,5.04,4.98375,4.762897833,2.24,0.91940966,2.059477639,43.24001293,3.6483,5.8843,3.8285,4/3/2019,6/5/2019,WS34,
C0015,R,4.97,4.91375,4.695999845,2.35,0.917490769,2.156103306,45.91361537,3.5276,5.8837,3.722,4/3/2019,6/5/2019,WS34,
C0016,R,5.04,4.98375,4.762897833,3.04,0.940596636,2.859413774,60.03516923,3.5163,6.5902,3.6989,4/3/2019,6/5/2019,WS34,
C0017,R,5.04,4.98375,4.762897833,3.52,0.934324729,3.288823047,69.05088378,3.5327,7.0698,3.765,4/3/2019,6/5/2019,LCCR,
C0018,R,5.1,5.04375,4.820238965,3.27,0.938025756,3.067344223,63.63469208,3.5327,6.8018,3.7353,4/3/2019,6/5/2019,LCCR,
C0019,R,4.92,4.86375,4.648215567,3.29,0.941908966,3.098880499,66.66817523,3.6593,6.9438,3.8501,4/3/2019,6/5/2019,LCCR,
C0020,R,4.95,4.89375,4.676886134,3.59,0.944826786,3.391928163,72.52535267,3.6195,6.2059,3.7622,4/3/2019,6/5/2019,LCCR,
C0021,R,5.02,4.96375,4.743784122,1.63,0.946352194,1.542554076,32.51737507,3.5278,5.1644,3.6156,4/3/2019,6/5/2019,HNCR,
C0022,R,4.97,4.91375,4.695999845,2.22,0.936627907,2.079313953,44.27840763,3.5237,5.7597,3.6654,4/3/2019,6/5/2019,HNCR,
C0023,R,5.02,4.96375,4.743784122,2.5,0.930563845,2.326409614,49.04122013,3.6573,6.1704,3.8318,4/3/2019,6/5/2019,HNCR,
C0024,R,5.09,5.03375,4.81068211,2.62,0.933919022,2.446867838,50.86322027,3.6683,6.2863,3.8413,4/3/2019,6/5/2019,HNCR,
C0025,R,4.95,4.89375,4.676886134,2.73,0.935862626,2.554904968,54.62833379,3.6269,6.3523,3.8017,4/3/2019,6/5/2019,CWCR,
C0026,R,5.08,5.02375,4.801125255,1.92,0.936157985,1.797423332,37.43754301,3.5291,5.4432,3.6513,4/3/2019,6/5/2019,CWCR,
C0027,R,4.93,4.87375,4.657772423,1.97,0.949977216,1.871455116,40.17918752,3.6771,5.6522,3.7759,4/3/2019,6/5/2019,CWCR,
C0028,R,4.91,4.85375,4.638658712,1.5,0.931055037,1.396582555,30.10746515,3.6061,5.116,3.7102,4/3/2019,6/5/2019,CWCR,
C0029,R,5.08,5.02375,4.801125255,4.01,0.945833909,3.792793975,78.9980218,3.6671,6.5619,3.8239,4/3/2019,6/5/2019,WS55,
C0030,R,4.95,4.89375,4.676886134,3.74,0.926629703,3.465595091,74.10048035,3.5313,7.2467,3.8039,4/3/2019,6/5/2019,WS55,
C0031,R,5.08,5.02375,4.801125255,4.22,0.93808182,3.958705279,82.45369718,3.6734,7.648,3.9195,4/3/2019,6/5/2019,WS55,
C0032,R,4.95,4.89375,4.676886134,3.88,0.936885618,3.635116197,77.7251379,3.6758,5.6595,3.801,4/3/2019,6/5/2019,WS55,
C0033,R,4.97,4.91375,4.695999845,2.38,0.937421039,2.231062074,47.5098413,3.6544,6.029,3.803,4/3/2019,6/5/2019,WS09,
C0034,R,5.09,5.03375,4.81068211,2.81,0.93659181,2.631822985,54.70789641,3.5204,6.3213,3.698,4/3/2019,6/5/2019,WS09,
C0035,R,5.04,4.98375,4.762897833,2.88,0.937532589,2.700093858,56.69014857,3.5501,6.4268,3.7298,4/3/2019,6/5/2019,WS09,
C0036,R,4.99,4.93375,4.715113556,2.61,0.92562268,2.415875196,51.23684017,3.6497,6.2634,3.8441,4/3/2019,6/5/2019,WS09,
C0037,R,4.91,4.85375,4.638658712,2.85,0.937763121,2.672624895,57.61632965,3.5342,6.3846,3.7116,4/3/2019,6/5/2019,WS05,
C0038,R,4.98,4.92375,4.7055567,3.27,0.921636168,3.013750269,64.04662532,3.5562,6.8077,3.811,4/3/2019,6/5/2019,WS05,
C0039,R,5.02,4.96375,4.743784122,3.63,0.934518968,3.392303853,71.51050228,3.6312,6.3358,3.8083,4/3/2019,6/5/2019,WS05,
C0040,R,4.99,4.93375,4.715113556,4.03,0.941308807,3.793474492,80.45351289,3.5222,6.5448,3.6996,4/3/2019,6/5/2019,WS05,
C0049,A,4.98,4.6275,4.407799277,1.2,0.819376449,0.983251739,22.30708972,3.625,4.7893,3.8353,4/3/2019,6/5/2019,WS55,
C0050,A,5,4.6475,4.426849733,0.59,0.88658732,0.523086519,11.81622486,3.6532,4.527,3.7523,4/3/2019,6/5/2019,WS55,
C0051,A,5.05,4.6975,4.474475873,0.86,0.886130038,0.762071833,17.03153295,3.6531,4.519,3.7517,4/3/2019,6/5/2019,WS55,
C0052,A,4.94,4.5875,4.369698365,1.39,0.850736521,1.182523765,27.0619083,3.6143,4.9924,3.82,4/3/2019,6/5/2019,WS55,
C0053,A,5.05,4.6975,4.474475873,0.3,0.855515783,0.256654735,5.735973152,3.6405,3.9478,3.6849,4/3/2019,6/5/2019,WS09,
C0054,A,5.04,4.6875,4.464950645,NA,NA,NA,NA,NA,NA,NA,4/3/2019,6/5/2019,WS09,
C0055,A,4.97,4.6175,4.398274049,0.07,0.884057971,0.061884058,1.407007778,3.6601,3.7222,3.6673,4/3/2019,6/5/2019,WS09,
C0056,A,4.94,4.5875,4.369698365,0.29,0.671853857,0.194837618,4.458834504,3.5469,3.8425,3.6439,4/3/2019,6/5/2019,WS09,
